model,epoch,train_loss,valid_loss,train_acc,valid_acc,
0,0,0.685774,0.690557,0.577982,0.56051
0,1,0.659771,0.70166,0.614679,0.538217
0,2,0.649608,0.680088,0.623853,0.563694
0,3,0.633989,0.737317,0.662589,0.531847
0,4,0.65105,0.657579,0.61264,0.579618
0,5,0.629401,0.68881,0.629969,0.56051
0,6,0.615296,0.660157,0.664628,0.579618
0,7,0.603509,0.673738,0.666667,0.573248
0,8,0.602972,0.665619,0.669725,0.585987
0,9,0.603286,0.66996,0.67788,0.589172
1,0,2.342126,6.043378,0.552497,0.525478
1,1,4.489458,2.074876,0.563711,0.531847
1,2,2.226721,1.309083,0.58002,0.649682
1,3,0.929264,1.031254,0.69317,0.643312
1,4,1.013087,1.561294,0.663609,0.566879
1,5,0.954744,2.650901,0.671764,0.480892
1,6,1.705877,1.295048,0.59633,0.598726
1,7,1.214911,1.313235,0.610601,0.621019
1,8,1.311252,1.22785,0.637105,0.630573
2,0,0.792726,1.442968,0.708461,0.611465
2,1,0.766409,1.168017,0.708461,0.652866
2,2,0.767669,1.019316,0.718654,0.636943
2,3,0.749252,0.966789,0.712538,0.649682
2,4,0.721189,0.955586,0.710499,0.652866
2,5,0.725576,0.925052,0.717635,0.649682
2,6,0.72113,0.92219,0.714577,0.646497
2,7,0.701949,0.901439,0.710499,0.652866
2,8,0.67523,0.913068,0.719674,0.636943
2,9,0.68935,0.874216,0.722732,0.646497
2,10,0.693351,0.89665,0.713558,0.627389
2,11,0.661429,0.861735,0.721713,0.643312
2,12,0.633538,0.862119,0.719674,0.640127
2,13,0.642939,0.838969,0.717635,0.636943
2,14,0.64306,0.857879,0.70948,0.633758
2,15,0.644531,0.844859,0.726809,0.633758
2,16,0.621653,0.823673,0.716616,0.633758
2,17,0.620629,0.820652,0.72579,0.640127
2,18,0.603392,0.809574,0.718654,0.640127
2,19,0.605547,0.816369,0.720693,0.636943
2,20,0.612457,0.796083,0.726809,0.640127
2,21,0.612592,0.808579,0.728848,0.624204
2,22,0.593954,0.777986,0.728848,0.636943
2,23,0.592148,0.787372,0.726809,0.630573
2,24,0.593363,0.781731,0.718654,0.627389
2,25,0.565978,0.78415,0.741081,0.630573
2,26,0.586899,0.764147,0.721713,0.633758
2,27,0.584946,0.755876,0.722732,0.636943
2,28,0.571056,0.777793,0.722732,0.630573
2,29,0.558386,0.744868,0.746177,0.640127
3,0,1.566911,5.823956,0.619776,0.525478
3,1,2.711926,2.527998,0.609582,0.563694
3,2,2.316419,2.766746,0.625892,0.515924
3,3,2.475718,1.407166,0.602446,0.659236
3,4,1.816151,3.330045,0.634047,0.56051
3,5,1.695958,2.7225,0.66055,0.570064
3,6,1.223361,1.10041,0.706422,0.649682
3,7,1.036981,1.193071,0.702345,0.636943
3,8,0.956878,1.806921,0.704383,0.576433
3,9,0.995025,0.815545,0.66157,0.665605
3,10,1.493131,1.230642,0.601427,0.601911
3,11,1.060472,2.024693,0.683996,0.531847
3,12,1.236804,3.286857,0.639144,0.535032
3,13,1.46305,2.815988,0.642202,0.538217
3,14,1.599608,4.643091,0.637105,0.528662
4,0,0.701905,0.717072,0.54842,0.522293
4,1,0.668257,0.682947,0.595311,0.525478
4,2,0.647565,0.675791,0.61264,0.56051
4,3,0.632141,0.745518,0.653415,0.525478
4,4,0.638682,0.645202,0.615698,0.627389
4,5,0.622597,0.706051,0.650357,0.538217
4,6,0.613329,0.661403,0.663609,0.595541
4,7,0.615051,0.633447,0.637105,0.66242
4,8,0.612634,0.722018,0.674822,0.547771
4,9,0.590424,0.624545,0.686035,0.649682
4,10,0.583634,0.691814,0.682977,0.598726
4,11,0.578841,0.630104,0.679918,0.633758
4,12,0.576097,0.681996,0.69419,0.611465
4,13,0.58471,0.62489,0.678899,0.630573
4,14,0.566665,0.621327,0.703364,0.646497
4,15,0.572779,0.631231,0.69317,0.627389
4,16,0.56289,0.670527,0.704383,0.640127
4,17,0.569836,0.697222,0.69419,0.60828
4,18,0.57023,0.622446,0.706422,0.656051
4,19,0.54488,0.704927,0.727829,0.60828
5,0,0.602844,0.609396,0.66157,0.649682
5,1,0.640753,0.639031,0.638124,0.652866
5,2,0.676598,0.650742,0.640163,0.611465
5,3,0.631489,0.625065,0.64526,0.636943
5,4,0.637361,0.626516,0.640163,0.656051
5,5,0.647989,0.65902,0.615698,0.557325
6,0,0.571891,0.676899,0.695209,0.61465
6,1,0.567153,0.687662,0.697248,0.60828
6,2,0.567919,0.746929,0.698267,0.576433
6,3,0.586265,0.651884,0.666667,0.640127
6,4,0.571711,0.615627,0.687054,0.646497
6,5,0.554147,0.651159,0.714577,0.636943
6,6,0.545155,0.65421,0.719674,0.640127
6,7,0.557228,0.706562,0.717635,0.61465
6,8,0.545106,0.614554,0.714577,0.656051
6,9,0.54364,0.632116,0.705403,0.640127
6,10,0.541302,0.660694,0.72579,0.643312
6,11,0.534599,0.699396,0.717635,0.617834
6,12,0.543067,0.623361,0.704383,0.636943
6,13,0.562587,0.704507,0.711519,0.592357
7,0,0.575746,0.815061,0.69317,0.547771
7,1,0.592633,0.604852,0.674822,0.66242
7,2,0.597831,0.693909,0.679918,0.601911
7,3,0.619274,0.882066,0.681957,0.56051
7,4,0.576959,0.638991,0.706422,0.630573
7,5,0.596736,0.614802,0.66157,0.659236
7,6,0.570561,0.666385,0.710499,0.617834
8,0,0.67446,0.721787,0.58104,0.525478
8,1,0.639874,0.646304,0.634047,0.640127
8,2,0.624827,0.732951,0.66157,0.56051
8,3,0.5967,0.639862,0.673802,0.656051
8,4,0.582502,0.621646,0.69419,0.640127
8,5,0.595758,0.609664,0.669725,0.659236
8,6,0.604171,0.615042,0.653415,0.652866
8,7,0.600841,0.735041,0.659531,0.56051
8,8,0.589672,0.665982,0.688073,0.61465
8,9,0.567264,0.648406,0.707441,0.652866
8,10,0.548468,0.630156,0.720693,0.66242
9,0,0.602157,0.860768,0.67788,0.544586
9,1,0.637787,0.647667,0.625892,0.656051
9,2,0.638245,0.638657,0.633028,0.66242
9,3,0.604931,0.738894,0.668705,0.585987
9,4,0.576168,0.607974,0.698267,0.659236
9,5,0.59189,0.613869,0.666667,0.652866
9,6,0.570123,0.630976,0.701325,0.652866
9,7,0.557365,0.663791,0.711519,0.649682
9,8,0.591712,0.650699,0.682977,0.595541
9,9,0.61124,0.645379,0.654434,0.598726
10,0,0.602908,0.658468,0.691131,0.61465
10,1,0.555605,0.67598,0.729867,0.656051
10,2,0.548871,0.603951,0.724771,0.66242
10,3,0.547202,0.612036,0.711519,0.649682
10,4,0.541597,0.627042,0.723751,0.66879
10,5,0.522579,0.65715,0.731906,0.656051
10,6,0.507653,0.673167,0.738022,0.652866
10,7,0.510238,0.734517,0.743119,0.627389
11,0,0.592518,0.778212,0.674822,0.528662
11,1,0.586241,0.822771,0.682977,0.589172
11,2,0.606898,0.643369,0.638124,0.589172
11,3,0.581276,0.685682,0.697248,0.640127
11,4,0.589204,0.622734,0.686035,0.649682
11,5,0.551738,0.646198,0.727829,0.66242
11,6,0.545074,0.62052,0.711519,0.66879
11,7,0.539541,0.632498,0.713558,0.665605
11,8,0.556464,0.620367,0.681957,0.665605
11,9,0.568391,0.691422,0.702345,0.566879
11,10,0.559526,0.637586,0.720693,0.66242
11,11,0.535623,0.653604,0.718654,0.649682
11,12,0.532839,0.689786,0.720693,0.633758
11,13,0.504386,0.799156,0.747197,0.592357
